time,container,name,cpu,mem,pids
1757291467,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.89%,1.454GiB / 7.654GiB,113
1757291474,1e4f248da6ef,elegant_germain,0.77%,12.98MiB / 7.654GiB,11
1757291474,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291474,873aeb8b5576,software_architecture_assigment1-redis-1,1.11%,4.078MiB / 7.654GiB,6
1757291474,5b646c04a825,traefik,0.00%,28.68MiB / 7.654GiB,12
1757291474,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.87%,1.454GiB / 7.654GiB,113
1757291482,1e4f248da6ef,elegant_germain,0.86%,12.98MiB / 7.654GiB,11
1757291482,33bb883eaea1,software_architecture_assigment1-app-1,0.13%,10.87MiB / 7.654GiB,14
1757291482,873aeb8b5576,software_architecture_assigment1-redis-1,0.95%,3.828MiB / 7.654GiB,6
1757291482,5b646c04a825,traefik,0.36%,28.68MiB / 7.654GiB,12
1757291482,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.80%,1.454GiB / 7.654GiB,113
1757291490,1e4f248da6ef,elegant_germain,2.17%,12.98MiB / 7.654GiB,11
1757291490,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291490,873aeb8b5576,software_architecture_assigment1-redis-1,0.94%,3.828MiB / 7.654GiB,6
1757291490,5b646c04a825,traefik,0.00%,28.68MiB / 7.654GiB,12
1757291490,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.80%,1.454GiB / 7.654GiB,113
1757291497,1e4f248da6ef,elegant_germain,0.65%,12.98MiB / 7.654GiB,11
1757291497,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291497,873aeb8b5576,software_architecture_assigment1-redis-1,0.95%,3.828MiB / 7.654GiB,6
1757291497,5b646c04a825,traefik,0.07%,28.68MiB / 7.654GiB,12
1757291497,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.88%,1.454GiB / 7.654GiB,113
1757291504,1e4f248da6ef,elegant_germain,0.66%,13MiB / 7.654GiB,11
1757291504,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291504,873aeb8b5576,software_architecture_assigment1-redis-1,0.97%,4.078MiB / 7.654GiB,6
1757291504,5b646c04a825,traefik,0.00%,28.68MiB / 7.654GiB,12
1757291504,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.71%,1.454GiB / 7.654GiB,113
1757291512,1e4f248da6ef,elegant_germain,0.91%,13MiB / 7.654GiB,11
1757291512,33bb883eaea1,software_architecture_assigment1-app-1,0.12%,10.87MiB / 7.654GiB,14
1757291512,873aeb8b5576,software_architecture_assigment1-redis-1,0.80%,3.828MiB / 7.654GiB,6
1757291512,5b646c04a825,traefik,0.41%,28.68MiB / 7.654GiB,12
1757291512,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.70%,1.454GiB / 7.654GiB,113
1757291520,1e4f248da6ef,elegant_germain,0.65%,13MiB / 7.654GiB,11
1757291520,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291520,873aeb8b5576,software_architecture_assigment1-redis-1,0.91%,4.078MiB / 7.654GiB,6
1757291520,5b646c04a825,traefik,0.00%,28.68MiB / 7.654GiB,12
1757291520,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.77%,1.454GiB / 7.654GiB,113
1757291527,1e4f248da6ef,elegant_germain,0.64%,13MiB / 7.654GiB,11
1757291527,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291527,873aeb8b5576,software_architecture_assigment1-redis-1,1.03%,4.078MiB / 7.654GiB,6
1757291527,5b646c04a825,traefik,0.03%,28.68MiB / 7.654GiB,12
1757291527,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.92%,1.454GiB / 7.654GiB,113
1757291534,1e4f248da6ef,elegant_germain,0.59%,13.02MiB / 7.654GiB,11
1757291534,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291534,873aeb8b5576,software_architecture_assigment1-redis-1,0.97%,4.078MiB / 7.654GiB,6
1757291534,5b646c04a825,traefik,0.00%,28.68MiB / 7.654GiB,12
1757291534,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.70%,1.454GiB / 7.654GiB,113
1757291542,1e4f248da6ef,elegant_germain,2.24%,13.04MiB / 7.654GiB,11
1757291542,33bb883eaea1,software_architecture_assigment1-app-1,0.39%,10.87MiB / 7.654GiB,14
1757291542,873aeb8b5576,software_architecture_assigment1-redis-1,0.84%,4.078MiB / 7.654GiB,6
1757291542,5b646c04a825,traefik,1.37%,25.05MiB / 7.654GiB,12
1757291542,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.57%,1.455GiB / 7.654GiB,113
1757291550,1e4f248da6ef,elegant_germain,0.71%,13.04MiB / 7.654GiB,11
1757291550,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291550,873aeb8b5576,software_architecture_assigment1-redis-1,1.01%,3.828MiB / 7.654GiB,6
1757291550,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291550,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.64%,1.455GiB / 7.654GiB,113
1757291557,1e4f248da6ef,elegant_germain,0.56%,13.04MiB / 7.654GiB,11
1757291557,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291557,873aeb8b5576,software_architecture_assigment1-redis-1,0.85%,3.828MiB / 7.654GiB,6
1757291557,5b646c04a825,traefik,0.02%,25.05MiB / 7.654GiB,12
1757291557,c372238b5f0d,software_architecture_assigment1-opensearch-1,1.41%,1.455GiB / 7.654GiB,113
1757291565,1e4f248da6ef,elegant_germain,0.52%,13.04MiB / 7.654GiB,11
1757291565,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291565,873aeb8b5576,software_architecture_assigment1-redis-1,0.99%,4.078MiB / 7.654GiB,6
1757291565,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291565,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.70%,1.454GiB / 7.654GiB,113
1757291572,1e4f248da6ef,elegant_germain,0.57%,13.04MiB / 7.654GiB,11
1757291572,33bb883eaea1,software_architecture_assigment1-app-1,0.11%,11.12MiB / 7.654GiB,14
1757291572,873aeb8b5576,software_architecture_assigment1-redis-1,0.97%,3.828MiB / 7.654GiB,6
1757291572,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291572,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.65%,1.454GiB / 7.654GiB,113
1757291580,1e4f248da6ef,elegant_germain,0.54%,13.04MiB / 7.654GiB,11
1757291580,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291580,873aeb8b5576,software_architecture_assigment1-redis-1,0.93%,3.828MiB / 7.654GiB,6
1757291580,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291580,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.57%,1.454GiB / 7.654GiB,113
1757291587,1e4f248da6ef,elegant_germain,0.69%,13.04MiB / 7.654GiB,11
1757291587,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291587,873aeb8b5576,software_architecture_assigment1-redis-1,0.81%,4.078MiB / 7.654GiB,6
1757291587,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291587,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.58%,1.454GiB / 7.654GiB,113
1757291595,1e4f248da6ef,elegant_germain,0.51%,13.04MiB / 7.654GiB,11
1757291595,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291595,873aeb8b5576,software_architecture_assigment1-redis-1,0.87%,3.828MiB / 7.654GiB,6
1757291595,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291595,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.66%,1.454GiB / 7.654GiB,113
1757291602,1e4f248da6ef,elegant_germain,0.78%,13.04MiB / 7.654GiB,11
1757291602,33bb883eaea1,software_architecture_assigment1-app-1,0.13%,10.87MiB / 7.654GiB,14
1757291602,873aeb8b5576,software_architecture_assigment1-redis-1,1.23%,4.078MiB / 7.654GiB,6
1757291602,5b646c04a825,traefik,0.32%,25.05MiB / 7.654GiB,12
1757291602,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.76%,1.454GiB / 7.654GiB,113
1757291610,1e4f248da6ef,elegant_germain,0.62%,13.04MiB / 7.654GiB,11
1757291610,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291610,873aeb8b5576,software_architecture_assigment1-redis-1,0.60%,3.828MiB / 7.654GiB,6
1757291610,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291610,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.47%,1.454GiB / 7.654GiB,113
1757291617,1e4f248da6ef,elegant_germain,0.54%,13.04MiB / 7.654GiB,11
1757291617,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291617,873aeb8b5576,software_architecture_assigment1-redis-1,0.99%,3.828MiB / 7.654GiB,6
1757291617,5b646c04a825,traefik,0.02%,25.05MiB / 7.654GiB,12
1757291617,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.54%,1.454GiB / 7.654GiB,113
1757291625,1e4f248da6ef,elegant_germain,0.99%,13.29MiB / 7.654GiB,11
1757291625,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291625,873aeb8b5576,software_architecture_assigment1-redis-1,0.89%,3.828MiB / 7.654GiB,6
1757291625,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291625,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.48%,1.454GiB / 7.654GiB,113
1757291632,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291632,873aeb8b5576,software_architecture_assigment1-redis-1,0.58%,4.078MiB / 7.654GiB,6
1757291632,5b646c04a825,traefik,1.36%,25.05MiB / 7.654GiB,12
1757291632,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.61%,1.454GiB / 7.654GiB,113
1757291640,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291640,873aeb8b5576,software_architecture_assigment1-redis-1,0.96%,3.828MiB / 7.654GiB,6
1757291640,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291640,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.58%,1.454GiB / 7.654GiB,113
1757291647,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291647,873aeb8b5576,software_architecture_assigment1-redis-1,0.77%,3.828MiB / 7.654GiB,6
1757291647,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291647,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.59%,1.454GiB / 7.654GiB,113
1757291654,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291654,873aeb8b5576,software_architecture_assigment1-redis-1,0.85%,4.078MiB / 7.654GiB,6
1757291654,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291654,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.53%,1.455GiB / 7.654GiB,113
1757291661,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291661,873aeb8b5576,software_architecture_assigment1-redis-1,0.81%,4.078MiB / 7.654GiB,6
1757291661,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291661,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.57%,1.455GiB / 7.654GiB,113
1757291668,33bb883eaea1,software_architecture_assigment1-app-1,0.01%,10.87MiB / 7.654GiB,14
1757291668,873aeb8b5576,software_architecture_assigment1-redis-1,0.84%,3.828MiB / 7.654GiB,6
1757291668,5b646c04a825,traefik,2.81%,25.05MiB / 7.654GiB,12
1757291668,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.67%,1.454GiB / 7.654GiB,113
1757291675,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291675,873aeb8b5576,software_architecture_assigment1-redis-1,0.97%,4.078MiB / 7.654GiB,6
1757291675,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291675,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.52%,1.454GiB / 7.654GiB,113
1757291683,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291683,873aeb8b5576,software_architecture_assigment1-redis-1,0.88%,4.078MiB / 7.654GiB,6
1757291683,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291683,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.69%,1.454GiB / 7.654GiB,113
1757291690,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291690,873aeb8b5576,software_architecture_assigment1-redis-1,0.87%,3.828MiB / 7.654GiB,6
1757291690,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291690,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.53%,1.454GiB / 7.654GiB,113
1757291697,33bb883eaea1,software_architecture_assigment1-app-1,0.01%,10.87MiB / 7.654GiB,14
1757291697,873aeb8b5576,software_architecture_assigment1-redis-1,0.89%,3.828MiB / 7.654GiB,6
1757291697,5b646c04a825,traefik,0.03%,25.05MiB / 7.654GiB,12
1757291697,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.60%,1.454GiB / 7.654GiB,113
1757291705,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291705,873aeb8b5576,software_architecture_assigment1-redis-1,0.96%,3.828MiB / 7.654GiB,6
1757291705,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291705,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.59%,1.454GiB / 7.654GiB,113
1757291712,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291712,873aeb8b5576,software_architecture_assigment1-redis-1,0.80%,3.828MiB / 7.654GiB,6
1757291712,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291712,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.56%,1.455GiB / 7.654GiB,113
1757291720,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291720,873aeb8b5576,software_architecture_assigment1-redis-1,0.91%,4.078MiB / 7.654GiB,6
1757291720,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291720,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.55%,1.455GiB / 7.654GiB,113
1757291727,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291727,873aeb8b5576,software_architecture_assigment1-redis-1,0.79%,3.828MiB / 7.654GiB,6
1757291727,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291727,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.46%,1.454GiB / 7.654GiB,113
1757291734,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291734,873aeb8b5576,software_architecture_assigment1-redis-1,0.85%,3.828MiB / 7.654GiB,6
1757291734,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291734,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.66%,1.454GiB / 7.654GiB,113
1757291740,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291740,873aeb8b5576,software_architecture_assigment1-redis-1,0.94%,3.828MiB / 7.654GiB,6
1757291740,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291740,c372238b5f0d,software_architecture_assigment1-opensearch-1,1.29%,1.454GiB / 7.654GiB,113
1757291747,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291747,873aeb8b5576,software_architecture_assigment1-redis-1,0.97%,4.078MiB / 7.654GiB,6
1757291747,5b646c04a825,traefik,0.03%,25.05MiB / 7.654GiB,12
1757291747,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.58%,1.454GiB / 7.654GiB,113
1757291755,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291755,873aeb8b5576,software_architecture_assigment1-redis-1,0.96%,3.828MiB / 7.654GiB,6
1757291755,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291755,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.62%,1.455GiB / 7.654GiB,113
1757291762,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291762,873aeb8b5576,software_architecture_assigment1-redis-1,1.01%,4.078MiB / 7.654GiB,6
1757291762,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291762,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.68%,1.455GiB / 7.654GiB,113
1757291770,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
1757291770,873aeb8b5576,software_architecture_assigment1-redis-1,0.93%,4.078MiB / 7.654GiB,6
1757291770,5b646c04a825,traefik,0.00%,25.05MiB / 7.654GiB,12
1757291770,c372238b5f0d,software_architecture_assigment1-opensearch-1,0.64%,1.454GiB / 7.654GiB,113
1757291777,33bb883eaea1,software_architecture_assigment1-app-1,0.00%,10.87MiB / 7.654GiB,14
