time,container,name,cpu,mem,pids
1757258644,bde3b1a58e27,software_architecture_assigment1-app-1,0.00%,10.98MiB / 3.828GiB,14
1757258644,6cd3710eac22,traefik,0.00%,60.3MiB / 3.828GiB,14
1757258644,37f0189a4b42,software_architecture_assigment1-redis-1,1.14%,9.363MiB / 3.828GiB,6
1757258644,9b60ce83105c,busy_heyrovsky,0.77%,11.36MiB / 3.828GiB,8
1757258651,9b60ce83105c,busy_heyrovsky,1.78%,12.34MiB / 3.828GiB,10
1757258651,bde3b1a58e27,software_architecture_assigment1-app-1,0.00%,10.98MiB / 3.828GiB,14
1757258651,6cd3710eac22,traefik,0.00%,60.3MiB / 3.828GiB,14
1757258651,37f0189a4b42,software_architecture_assigment1-redis-1,0.76%,9.609MiB / 3.828GiB,6
1757258658,9b60ce83105c,busy_heyrovsky,2.39%,12.88MiB / 3.828GiB,11
1757258658,bde3b1a58e27,software_architecture_assigment1-app-1,0.00%,10.98MiB / 3.828GiB,14
1757258658,6cd3710eac22,traefik,0.00%,60.3MiB / 3.828GiB,14
1757258658,37f0189a4b42,software_architecture_assigment1-redis-1,0.86%,9.359MiB / 3.828GiB,6
1757258666,9b60ce83105c,busy_heyrovsky,1.25%,13.02MiB / 3.828GiB,11
1757258666,bde3b1a58e27,software_architecture_assigment1-app-1,0.00%,10.98MiB / 3.828GiB,14
1757258666,6cd3710eac22,traefik,0.00%,60.3MiB / 3.828GiB,14
1757258666,37f0189a4b42,software_architecture_assigment1-redis-1,0.97%,9.609MiB / 3.828GiB,6
1757258674,9b60ce83105c,busy_heyrovsky,0.86%,12.58MiB / 3.828GiB,11
1757258674,bde3b1a58e27,software_architecture_assigment1-app-1,0.11%,10.99MiB / 3.828GiB,14
1757258674,6cd3710eac22,traefik,0.00%,60.3MiB / 3.828GiB,14
1757258674,37f0189a4b42,software_architecture_assigment1-redis-1,0.86%,9.359MiB / 3.828GiB,6
1757258680,9b60ce83105c,busy_heyrovsky,0.76%,12.58MiB / 3.828GiB,11
1757258680,bde3b1a58e27,software_architecture_assigment1-app-1,0.00%,10.98MiB / 3.828GiB,14
